Form ID,Lobbyist/Registrant,Organization/Firm,Employer,Event Date,Total Cost,Groups Invited,Sponsors
E001749,"Carroll, Jr., David H.","Capitol Strategies, LLC",Constellation,02/17/26,8130.51,"Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)",Constellation
E001700,"Carroll, Jr., David H.","Capitol Strategies, LLC",Constellation,02/04/26,5496.26,House Economic Matters Committee,Constellation
E001699,"Carroll, Jr., David H.","Capitol Strategies, LLC",Constellation,01/27/26,7000.0,House Environment and Transportation Committee,Constellation
E001766,"Celentano, Matthew ","Funk & Bolton, P.A.","League of Life & Health Insurers of Maryland, Inc.",03/11/26,4438.04,Senate Finance Committee,"League of Life & Health Insurers of Maryland, Inc."
E001765,"Celentano, Matthew ","Funk & Bolton, P.A.","League of Life & Health Insurers of Maryland, Inc.",03/04/26,4514.42,House Health Committee,"League of Life & Health Insurers of Maryland, Inc."
E001727,Committee for Montgomery,"Liverpool, Debra ",Committee for Montgomery,12/05/25,40000.0,Montgomery County Delegation,Committee for Montgomery
E001640,"Connelly, Valerie T.",Choptank Electric Cooperative,"Choptank Electric Cooperative, Inc.",01/29/26,6110.47,"House Environment and Transportation Committee; Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)","Choptank Electric Cooperative, Inc."
E001610,"Conner, Charles R, III",MedStar Health,MedStar Health,01/29/26,8190.05,Senate Finance Committee; House Health Committee,MedStar Health
E001539,"Dantoni, Susan Gazaway",Montgomery County Medical Society,Montgomery County Medical Society,12/05/25,280.0,Montgomery County Delegation,Montgomery County Medical Society
E001707,"Darden-Willems, Miranda ",Maryland Affordable Housing Coalition,Maryland Affordable Housing Coalition,02/12/26,2700.0,General Assembly,Maryland Affordable Housing Coalition
E001665,"Deal, Poetri ","Pepco Holdings, LLC","Pepco Holdings, LLC.",02/24/26,2890.17,"Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)","Pepco Holdings, LLC."
E001664,"Deal, Poetri ","Pepco Holdings, LLC","Pepco Holdings, LLC.",02/18/26,5625.61,House Environment and Transportation Committee,"Pepco Holdings, LLC."
E001690,"DeMarco, James William",DeMarco Advocacy,Maryland Nurses Association,03/16/26,6579.84,General Assembly,Maryland Nurses Association
E001693,"Egan, Ashley ",Unitarian Universalist Legislative Ministry- Maryland ,UULM-MD,01/31/26,289.84,House of Delegates; Senate,UULM-MD
E001718,"Enten, D. Robert",Gordon Feinblatt LLC,American Property Casualty Insurance Association,01/21/26,7723.52,General Assembly,"American Property Casualty Insurance Association; American International Group, Inc.; Allstate Insurance Company; Builder’s Mutual; Chubb Insurance; Erie Insurance Group; GEICO; Harford Mutual Insurance Group; Liberty Mutual Insurance Group; Maryland Auto Insurance Fund; National Association of Mutual Insurance Companies; Nationwide Mutual Insurance Companies; Reinsurance Association of America; Selective Insurance Group, Inc.; The Travelers Companies, Inc; United Services Automobile Association; Zurich North America"
E001674,"Evans, Gerard ","Evans & Associates, LLC",Maryland Transportation Builders and Materials Association,02/26/26,3924.34,Senate Judicial Proceedings Committee,Maryland Transportation Builders and Materials Association
E001721,"Evans, Gerard ","Evans & Associates, LLC",Luminis Health,02/24/26,4142.6,House Appropriations Committee; Senate Budget and Taxation Committee,Luminis Health
E001729,"Evans, Gerard ","Evans & Associates, LLC",VGW Corporate Services Australia Pty Ltd,02/19/26,6853.69,House Ways and Means Committee,VGW Corporate Services Australia Pty Ltd
E001673,"Evans, Gerard ","Evans & Associates, LLC",Maryland Transportation Builders and Materials Association,02/18/26,4833.99,Senate Budget and Taxation Committee,Maryland Transportation Builders and Materials Association
E001691,"Evans, Gerard ","Evans & Associates, LLC",Luminis Health,02/11/26,5728.42,Prince George 's County Delegation,Luminis Health
E001672,"Evans, Gerard ","Evans & Associates, LLC",Maryland Transportation Builders and Materials Association,02/10/26,6802.61,House Environment and Transportation Committee,Maryland Transportation Builders and Materials Association
E001624,"Evans, Gerard ","Evans & Associates, LLC",VGW Corporate Services Australia Pty Ltd,01/22/26,2590.85,Senate Budget and Taxation Committee,VGW Corporate Services Australia Pty Ltd
E001580,"Evans, Gerard ","Evans & Associates, LLC","Evans & Associates, LLC",01/14/26,11178.27,General Assembly,"Evans & Associates, LLC"
E001668,"Favazza, John F",Manis Canning & Associates,Washington County Community Coalition,01/27/26,12139.1,General Assembly,Washington County Community Coalition; Attendance Fees
E001768,"Feldmark, Joshua ","Funk & Bolton, P.A.",Chaberton Energy,03/05/26,3917.98,House Environment and Transportation Committee,Chaberton Energy
E001732,"Frick, C. William ","The Frick Firm, LLC",Ainsworth Game Technology,03/04/26,6709.96,House Ways and Means Committee; Senate Budget and Taxation Committee,Ainsworth Game Technology
E001557,"Gally, Eric ","Gally Public Affairs, Inc. ","Gally Public Affairs, Inc.",02/03/26,6975.72,House Appropriations Committee; Senate Budget and Taxation Committee,"Gally Public Affairs, Inc."
E001653,"Garagiola, Robert J","Compass Government Relations Partners, LLC","Coalition for Community Solar Access, Inc.",03/10/26,3677.24,House Environment and Transportation Committee,"Coalition for Community Solar Access, Inc.; Turning Point Energy; ECA Solar"
E001671,"Garagiola, Robert J","Compass Government Relations Partners, LLC",CTIA- The Wireless Association,03/04/26,0.0,Senate Finance Committee,CTIA- The Wireless Association
E001661,"Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Maryland Association for Justice, Inc.",03/03/26,3189.23,House Economic Matters Committee,"Maryland Association for Justice, Inc."
E001652,"Garagiola, Robert J","Compass Government Relations Partners, LLC","Maryland - American Water Company, Inc.",02/26/26,5082.76,House Environment and Transportation Committee; Senate Finance Committee,"Maryland - American Water Company, Inc."
E001651,"Garagiola, Robert J","Compass Government Relations Partners, LLC",Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),02/24/26,5572.1,House Environment and Transportation Committee,Mid-Atlantic Renewable Energy Coalition Action (MAREC Action)
E001670,"Garagiola, Robert J","Compass Government Relations Partners, LLC",CTIA- The Wireless Association,02/19/26,4142.23,House Economic Matters Committee,CTIA- The Wireless Association
E001650,"Garagiola, Robert J","Compass Government Relations Partners, LLC",Mid-Atlantic Renewable Energy Coalition Action (MAREC Action),02/18/26,3759.33,"Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)",Mid-Atlantic Renewable Energy Coalition Action (MAREC Action)
E001649,"Garagiola, Robert J","Compass Government Relations Partners, LLC",Professional Firefighters of Maryland,02/17/26,6154.29,House Economic Matters Committee,Professional Firefighters of Maryland
E001648,"Garagiola, Robert J","Compass Government Relations Partners, LLC","Uber Technologies, Inc.",02/12/26,6615.59,House Ways and Means Committee; Senate Budget and Taxation Committee,"Uber Technologies, Inc."
E001647,"Garagiola, Robert J","Compass Government Relations Partners, LLC",Chesapeake Solar & Storage Association (CHESSA),02/12/26,3868.35,"Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)",Chesapeake Solar & Storage Association (CHESSA)
E001646,"Garagiola, Robert J","Compass Government Relations Partners, LLC","PPE Casino Resorts Maryland, LLC",02/11/26,7273.25,House Ways and Means Committee; Senate Budget and Taxation Committee,"PPE Casino Resorts Maryland, LLC"
E001645,"Garagiola, Robert J","Compass Government Relations Partners, LLC","Coalition for Community Solar Access, Inc.",02/05/26,3000.92,"Senate Education, Energy, and the Environment Committee (formerly Senate Education Health and Environmental Affairs Committee)","Coalition for Community Solar Access, Inc.; Turning Point Energy; Clean Capital"
E001644,"Garagiola, Robert J","Compass Government Relations Partners, LLC",Chesapeake Solar & Storage Association (CHESSA),02/04/26,5283.4,House Environment and Transportation Committee,Chesapeake Solar & Storage Association (CHESSA)
E001660,"Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Maryland Association for Justice, Inc.",02/04/26,3900.0,Senate Finance Committee; Senate Judicial Proceedings Committee,"Maryland Association for Justice, Inc."
E001659,"Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Maryland Association for Justice, Inc.",02/03/26,2682.96,House Health Committee,"Maryland Association for Justice, Inc."
E001663,"Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Donate Life Maryland, Inc.",02/02/26,3109.43,General Assembly,"Donate Life Maryland, Inc."
E001658,"Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Motorola Solutions, Inc.",01/29/26,2436.0,House Appropriations Committee,"Motorola Solutions, Inc."
E001655,"Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Maryland Association for Justice, Inc.",01/28/26,3140.05,House Judiciary Committee,"Maryland Association for Justice, Inc."
E001588,"Garagiola, Robert J","Compass Government Relations Partners, LLC","Coinbase, Inc.",01/27/26,3458.7,General Assembly,"Coinbase, Inc."
E001643,"Garagiola, Robert J","Compass Government Relations Partners, LLC","Coinbase, Inc.",01/27/26,5321.84,House Economic Matters Committee,"Coinbase, Inc."
E001662,"Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Maryland Association for Justice, Inc.",01/21/26,3177.66,General Assembly,"Maryland Association for Justice, Inc."
E001642,"Garagiola, Robert J","Compass Government Relations Partners, LLC","Uber Technologies, Inc.",01/21/26,5943.55,House Environment and Transportation Committee; Senate Finance Committee,"Uber Technologies, Inc."
E001654,"Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Motorola Solutions, Inc.",01/21/26,1602.84,Senate Budget and Taxation Committee,"Motorola Solutions, Inc."
E001581,"Garagiola, Hannah  Powers","Compass Government Relations Partners, LLC","Compass Government Relations Partners, LLC",01/14/26,14168.57,General Assembly,"Compass Government Relations Partners, LLC; Aetna; Maryland Live!; Bamboo Health; Maryland American Water "
E001516,"Garagiola, Robert J","Compass Government Relations Partners, LLC",Cloverleaf Standardbred Owners Association,11/02/25,1000.0,House Ways and Means Committee; Prince George 's County Delegation; Senate Budget and Taxation Committee,Cloverleaf Standardbred Owners Association
E001689,"Geraldo, Manny ",Cornerstone Government Affairs,Maryland Troopers Association,02/25/26,48.0,General Assembly,Maryland Troopers Association
E001634,"Geraldo, Manny ",Cornerstone Government Affairs,"Mechanical Contractors Association of Maryland, Inc.",02/05/26,3362.4,"House Appropriations Committee; House Economic Matters Committee; House Environment and Transportation Committee; Senate Budget and Taxation Committee; Senate Finance Committee; House Government, Labor, and Elections (formerly House Health and Government Operations Committee)","Mechanical Contractors Association of Maryland, Inc.; Maryland National Electrical Contractors Association"
E001737,"Greenfield, Aaron J.",Old Line Government Affairs,Embassy of Japan,03/04/26,15000.0,General Assembly,Embassy of Japan
E001544,"Greenfield, Aaron J.",Old Line Government Affairs,LeadingAge Maryland,01/22/26,6321.35,House Health and Government Operations Committee; Senate Finance Committee,LeadingAge Maryland
E001547,"Griffin, Andrew ",Providence Strategies LLC,Howard County Chamber of Commerce,12/03/25,2556.0,Howard County Delegation,Howard County Chamber of Commerce
E001755,"Groff, Benjamin ","Funk & Bolton, P.A.",Greater Washington Partnership,02/25/26,7333.5,Baltimore City Delegation; Baltimore County Delegation,Greater Washington Partnership; T. Rowe Price
E001792,"Haddaway-Riccio, Jeannie ","R & R Complete Solutions, LLC",For All Seasons,03/04/26,2860.72,Senate Finance Committee,For All Seasons
E001791,"Haddaway-Riccio, Jeannie ","R & R Complete Solutions, LLC",For All Seasons,02/19/26,3717.25,House Health Committee,For All Seasons
E001684,"Hale, Laura ",American Heart Association ,American Heart Association,02/24/26,5128.81,"Senate Finance Committee; House Government, Labor, and Elections (formerly House Health and Government Operations Committee)",American Heart Association; Gally Public Affairs
E001680,"Hale, Laura ",American Heart Association ,American Heart Association,02/10/26,5230.1,House Ways and Means Committee; Senate Budget and Taxation Committee,"American Heart Association; American College of Cardiology, MD Chapter"
